name	Unique Positions	Total Tags
scaffold_1073	23	36.0
scaffold_10730	1	2.0
scaffold_10731	6	14.0
scaffold_10732	2	2.0
scaffold_10733	6	9.0
scaffold_10735	3	3.0
scaffold_10736	2	2.0
scaffold_10738	10	49.0
scaffold_1074	14	110.0
scaffold_10741	3	5.0
scaffold_10742	8	14.0
scaffold_10749	5	5.0
scaffold_1075	10	22.0
scaffold_10750	3	5.0
scaffold_10752	3	4.0
scaffold_10754	8	17.0
scaffold_10755	2	5.0
scaffold_10757	1	2.0
scaffold_10759	2	2.0
scaffold_1076	25	54.0
scaffold_10760	3	10.0
scaffold_10761	2	3.0
scaffold_10762	13	498.0
scaffold_10764	1	2.0
scaffold_10765	1	2.0
scaffold_10766	1	1.0
scaffold_10767	6	10.0
scaffold_10768	3	3.0
scaffold_10769	2	3.0
scaffold_1077	29	133.0
scaffold_10770	3	6.0
scaffold_10771	1	2.0
scaffold_10773	2	4.0
scaffold_10774	2	2.0
scaffold_10775	3	7.0
scaffold_10776	1	1.0
scaffold_10777	1	11.0
scaffold_10779	3	5.0
scaffold_1078	38	83.0
scaffold_10780	7	14.0
scaffold_10781	3	4.0
scaffold_10782	4	5.0
scaffold_10783	3	4.0
scaffold_10784	4	6.0
scaffold_10787	2	2.0
scaffold_10788	1	1.0
scaffold_1079	56	136.0
scaffold_10790	1	2.0
scaffold_10791	1	1.0
scaffold_10792	1	1.0
scaffold_10793	1	1.0
scaffold_10794	3	5.0
scaffold_10795	2	2.0
scaffold_10796	2	4.0
scaffold_10797	1	1.0
scaffold_10798	5	15.0
scaffold_10799	1	12.0
scaffold_108	36	59.0
scaffold_1080	8	15.0
scaffold_10800	2	4.0
scaffold_10807	7	23.0
scaffold_10808	1	4.0
scaffold_1081	22	299.0
scaffold_10811	3	4.0
scaffold_10812	1	2.0
scaffold_10813	1	1.0
scaffold_10814	3	6.0
scaffold_10815	2	3.0
scaffold_10816	4	6.0
scaffold_10817	2	2.0
scaffold_10818	3	4.0
scaffold_1082	9	18.0
scaffold_10820	1	1.0
scaffold_10824	1	1.0
scaffold_10826	2	3.0
scaffold_10827	3	4.0
scaffold_10828	0	0.0
scaffold_10829	5	8.0
scaffold_1083	15	31.0
scaffold_10830	1	1.0
scaffold_10831	9	17.0
scaffold_10836	2	3.0
scaffold_10837	4	6.0
scaffold_10838	2	2.0
scaffold_10839	4	5.0
scaffold_1084	17	34.0
scaffold_10841	2	3.0
scaffold_10842	1	1.0
scaffold_10845	0	0.0
scaffold_10846	3	5.0
scaffold_10847	3	3.0
scaffold_10848	7	10.0
scaffold_1085	15	31.0
scaffold_10851	1	2.0
scaffold_10852	5	69.0
scaffold_10853	6	7.0
scaffold_10854	1	1.0
scaffold_10855	2	2.0
scaffold_10856	7	10.0
scaffold_10857	31	215.0
scaffold_1086	15	30.0
scaffold_10860	2	2.0
scaffold_10861	3	4.0
scaffold_10863	6	10.0
scaffold_10864	2	3.0
scaffold_10867	1	2.0
scaffold_1087	16	34.0
scaffold_10873	1	2.0
scaffold_10874	0	0.0
scaffold_10876	4	18.0
scaffold_10877	1	1.0
scaffold_1088	19	31.0
scaffold_10881	4	9.0
scaffold_10882	3	4.0
scaffold_10883	3	7.0
scaffold_10885	2	4.0
scaffold_10887	3	3.0
scaffold_10888	2	3.0
scaffold_1089	14	156.0
scaffold_10890	3	10.0
scaffold_10892	1	2.0
scaffold_10893	4	5.0
scaffold_10895	1	2.0
scaffold_10896	0	0.0
scaffold_10897	2	4.0
scaffold_10898	1	2.0
scaffold_10899	5	10.0
scaffold_109	82	218.0
scaffold_1090	25	51.0
scaffold_10900	1	1.0
scaffold_10902	1	1.0
scaffold_10903	11	430.0
scaffold_10904	1	1.0
scaffold_10907	1	1.0
scaffold_10908	2	5.0
scaffold_10909	3	5.0
scaffold_1091	10	14.0
scaffold_10910	1	1.0
scaffold_10916	6	12.0
scaffold_10917	1	1.0
scaffold_10918	1	3.0
scaffold_10919	7	26.0
scaffold_1092	8	16.0
scaffold_10920	2	2.0
scaffold_10921	2	2.0
scaffold_10922	2	2.0
scaffold_10924	5	15.0
scaffold_10927	1	1.0
scaffold_10928	2	4.0
scaffold_1093	13	20.0
scaffold_10930	1	2.0
scaffold_10931	3	4.0
scaffold_10933	1	1.0
scaffold_10936	4	8.0
scaffold_10937	6	7.0
scaffold_10938	3	4.0
scaffold_1094	10	44.0
scaffold_10940	0	0.0
scaffold_10941	2	2.0
scaffold_10944	3	5.0
scaffold_10945	3	4.0
scaffold_10949	1	4.0
scaffold_1095	18	26.0
scaffold_10950	3	5.0
scaffold_10952	5	8.0
scaffold_10954	0	0.0
scaffold_10955	7	12.0
scaffold_10956	1	1.0
scaffold_10957	5	8.0
scaffold_10958	2	3.0
scaffold_10959	1	7.0
scaffold_1096	14	31.0
scaffold_10962	2	2.0
scaffold_10963	1	4.0
scaffold_10964	2	5.0
scaffold_10966	1	1.0
scaffold_10967	1	1.0
scaffold_1097	18	33.0
scaffold_10970	1	1.0
scaffold_10972	4	90.0
scaffold_10973	1	1.0
scaffold_10975	4	17.0
scaffold_10976	2	2.0
scaffold_10978	1	1.0
scaffold_10979	0	0.0
scaffold_1098	15	28.0
scaffold_10980	1	1.0
scaffold_10981	1	1.0
scaffold_10984	2	2.0
scaffold_10985	1	1.0
scaffold_10988	4	7.0
scaffold_10989	1	22.0
scaffold_1099	20	42.0
scaffold_10990	1	3.0
scaffold_10991	1	1.0
scaffold_10992	4	24.0
scaffold_10993	2	3.0
scaffold_10997	1	2.0
scaffold_10999	1	1.0
scaffold_11	82	150.0
scaffold_110	41	106.0
scaffold_1100	13	21.0
scaffold_11000	2	2.0
scaffold_11003	4	4.0
scaffold_11004	6	9.0
scaffold_11006	2	2.0
scaffold_11007	1	2.0
scaffold_11008	2	2.0
scaffold_11009	1	1.0
scaffold_1101	20	65.0
scaffold_11010	0	0.0
scaffold_11011	2	2.0
scaffold_11016	3	5.0
scaffold_1102	22	612.0
scaffold_11020	1	1.0
scaffold_11021	2	3.0
scaffold_11022	2	4.0
scaffold_11023	1	1.0
scaffold_11024	4	7.0
scaffold_11025	1	2.0
scaffold_11026	2	2.0
scaffold_11027	0	0.0
scaffold_11028	1	1.0
scaffold_1103	13	56.0
scaffold_11030	2	2.0
scaffold_11031	1	1.0
scaffold_11033	6	26.0
scaffold_11034	1	3.0
scaffold_11036	3	8.0
scaffold_11037	3	6.0
scaffold_11039	3	6.0
scaffold_1104	19	38.0
scaffold_11040	3	45.0
scaffold_11042	2	2.0
scaffold_11043	2	2.0
scaffold_11046	7	9.0
scaffold_11047	2	2.0
scaffold_11048	5	9.0
scaffold_11049	2	3.0
scaffold_1105	14	26.0
scaffold_11050	1	1.0
scaffold_11051	2	2.0
scaffold_11052	1	4.0
scaffold_11053	8	33.0
scaffold_11054	3	3.0
scaffold_11055	1	1.0
scaffold_11056	2	3.0
scaffold_11057	1	2.0
scaffold_11058	3	5.0
scaffold_1106	19	38.0
scaffold_11063	4	37.0
scaffold_11064	1	1.0
scaffold_11066	2	2.0
scaffold_1107	12	20.0
scaffold_11070	5	7.0
scaffold_11071	0	0.0
scaffold_11074	1	1.0
scaffold_11075	1	2.0
scaffold_11077	1	2.0
scaffold_11079	7	11.0
scaffold_1108	16	33.0
scaffold_11081	2	3.0
scaffold_11083	2	5.0
scaffold_11084	1	2.0
scaffold_11086	1	1.0
scaffold_11087	1	1.0
scaffold_11088	1	5.0
scaffold_11089	0	0.0
scaffold_1109	34	480.0
scaffold_11090	1	2.0
scaffold_11092	2	7.0
scaffold_11093	2	2.0
scaffold_11095	0	0.0
scaffold_11096	1	2.0
scaffold_11097	5	9.0
scaffold_111	44	101.0
scaffold_1110	22	33.0
scaffold_11101	1	1.0
scaffold_11103	1	5.0
scaffold_11104	3	8.0
scaffold_11106	2	2.0
scaffold_11108	1	2.0
scaffold_11109	1	3.0
scaffold_1111	26	53.0
scaffold_11110	1	1.0
scaffold_11111	1	1.0
scaffold_11112	1	2.0
scaffold_11113	2	3.0
scaffold_11114	1	1.0
scaffold_11116	37	288.0
scaffold_1112	31	96.0
scaffold_11120	19	140.0
scaffold_11122	2	4.0
scaffold_11125	2	4.0
scaffold_11128	3	11.0
scaffold_1113	11	21.0
scaffold_11130	2	2.0
scaffold_11131	1	1.0
scaffold_11132	1	2.0
scaffold_11136	2	2.0
scaffold_11138	8	19.0
scaffold_11139	3	6.0
scaffold_1114	24	100.0
scaffold_11141	2	6.0
scaffold_11144	5	6.0
scaffold_11145	3	4.0
scaffold_11148	11	17.0
scaffold_11149	1	1.0
scaffold_1115	45	546.0
scaffold_11152	3	4.0
scaffold_11154	1	2.0
scaffold_11155	2	3.0
scaffold_11158	2	4.0
scaffold_11159	3	6.0
scaffold_1116	21	31.0
scaffold_11160	1	1.0
scaffold_11162	8	13.0
scaffold_11163	4	4.0
scaffold_11164	1	2.0
scaffold_11165	2	5.0
scaffold_11167	1	1.0
scaffold_11168	3	7.0
scaffold_11169	1	2.0
scaffold_1117	20	35.0
scaffold_11170	1	1.0
scaffold_11171	4	8.0
scaffold_11172	3	4.0
scaffold_11175	1	1.0
scaffold_11176	3	5.0
scaffold_11178	4	8.0
scaffold_11179	1	1.0
scaffold_1118	23	45.0
scaffold_11180	1	3.0
scaffold_11183	1	1.0
scaffold_11186	1	3.0
scaffold_11188	1	2.0
scaffold_1119	13	24.0
scaffold_11191	1	1.0
scaffold_11192	2	2.0
scaffold_11193	147	1534.0
scaffold_11198	2	2.0
scaffold_112	59	122.0
scaffold_1120	10	25.0
scaffold_11201	4	4.0
scaffold_11202	3	4.0
scaffold_11204	4	4.0
scaffold_11206	1	1.0
scaffold_11208	2	4.0
scaffold_1121	18	46.0
scaffold_11210	2	20.0
scaffold_11212	2	3.0
scaffold_11214	1	2.0
scaffold_11215	6	10.0
scaffold_11217	1	1.0
scaffold_11218	2	13.0
scaffold_11219	1	1.0
scaffold_1122	47	387.0
scaffold_11221	3	4.0
scaffold_11222	4	6.0
scaffold_11223	5	12.0
scaffold_11225	1	1.0
scaffold_11227	1	3.0
scaffold_11229	5	5.0
scaffold_1123	21	212.0
scaffold_11231	1	5.0
scaffold_11232	4	8.0
scaffold_11233	6	17.0
scaffold_11234	13	30.0
scaffold_11235	2	3.0
scaffold_11236	2	2.0
scaffold_11237	1	2.0
scaffold_11238	1	1.0
scaffold_11239	3	3.0
scaffold_1124	18	37.0
scaffold_11240	1	1.0
scaffold_11242	2	2.0
scaffold_11243	1	3.0
scaffold_11245	6	8.0
scaffold_11246	3	16.0
scaffold_11247	13	22.0
scaffold_11249	2	2.0
scaffold_1125	14	40.0
scaffold_11250	3	12.0
scaffold_11256	5	5.0
scaffold_11258	2	2.0
scaffold_11259	3	6.0
scaffold_1126	29	181.0
scaffold_11260	0	0.0
scaffold_11261	2	4.0
scaffold_11267	1	6.0
scaffold_11268	1	1.0
scaffold_11269	1	2.0
scaffold_1127	26	62.0
scaffold_11271	14	16.0
scaffold_11272	4	5.0
scaffold_11273	2	2.0
scaffold_11275	1	2.0
scaffold_11276	0	0.0
scaffold_11279	2	2.0
scaffold_1128	5	8.0
scaffold_11280	0	0.0
scaffold_11281	1	1.0
scaffold_11283	2	5.0
scaffold_11284	1	2.0
scaffold_11286	3	5.0
scaffold_11287	1	2.0
scaffold_11289	1	1.0
scaffold_1129	7	13.0
scaffold_11290	0	0.0
scaffold_11291	7	29.0
scaffold_11294	1	1.0
scaffold_11295	1	1.0
scaffold_11297	1	1.0
scaffold_11298	1	1.0
scaffold_113	73	318.0
scaffold_1130	10	149.0
scaffold_11301	2	3.0
scaffold_1131	16	89.0
scaffold_11310	1	1.0
scaffold_11314	8	28.0
scaffold_11316	1	1.0
